;Unnamed: 0;Sentiment;Instagram Comment Text;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
202;202;1;Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????;yg komen kenapa si mbak ini ga sedih malah ketawa ya iyalah klo kita dah disakiti sm pasangan smpe berlarut ngapain juga sih kita sedih ampe depresi segala serahin sm allah aja bawa happy aja mski sakit lagian si mba senyum di wajahnya tp hatinya mana tau kan senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk ada pepatah bilang klo bahagia jgn trllu bahagia klo sedih juga jgn trllu sedih diimbangi aja biar ga gila;['yg', 'komen', 'kenapa', 'si', 'mbak', 'ini', 'ga', 'sedih', 'malah', 'ketawa', 'ya', 'iyalah', 'klo', 'kita', 'dah', 'disakiti', 'sm', 'pasangan', 'smpe', 'berlarut', 'ngapain', 'juga', 'sih', 'kita', 'sedih', 'ampe', 'depresi', 'segala', 'serahin', 'sm', 'allah', 'aja', 'bawa', 'happy', 'aja', 'mski', 'sakit', 'lagian', 'si', 'mba', 'senyum', 'di', 'wajahnya', 'tp', 'hatinya', 'mana', 'tau', 'kan', 'senyumannya', 'bs', 'jd', 'buat', 'menetralisir', 'kondisi', 'hatinya', 'yg', 'lg', 'terpuruk', 'ada', 'pepatah', 'bilang', 'klo', 'bahagia', 'jgn', 'trllu', 'bahagia', 'klo', 'sedih', 'juga', 'jgn', 'trllu', 'sedih', 'diimbangi', 'aja', 'biar', 'ga', 'gila'];['yg', 'komen', 'kenapa', 'si', 'mbak', 'ini', 'ga', 'sedih', 'malah', 'ketawa', 'ya', 'iyalah', 'klo', 'kita', 'dah', 'disakiti', 'sm', 'pasangan', 'smpe', 'berlarut', 'ngapain', 'juga', 'sih', 'kita', 'sedih', 'ampe', 'depresi', 'segala', 'serahin', 'sm', 'allah', 'aja', 'bawa', 'happy', 'aja', 'mski', 'sakit', 'lagian', 'si', 'mba', 'senyum', 'di', 'wajahnya', 'tp', 'hatinya', 'mana', 'tau', 'kan', 'senyumannya', 'bs', 'jd', 'buat', 'menetralisir', 'kondisi', 'hatinya', 'yg', 'lg', 'terpuruk', 'ada', 'pepatah', 'bilang', 'klo', 'bahagia', 'jgn', 'trllu', 'bahagia', 'klo', 'sedih', 'juga', 'jgn', 'trllu', 'sedih', 'diimbangi', 'aja', 'biar', 'ga', 'gila'];yg komen kenapa si mbak ini ga sedih malah ketawa ya iyalah klo kita dah disakiti sm pasangan smpe berlarut ngapain juga sih kita sedih ampe depresi segala serahin sm allah aja bawa happy aja mski sakit lagian si mba senyum di wajahnya tp hatinya mana tau kan senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk ada pepatah bilang klo bahagia jgn trllu bahagia klo sedih juga jgn trllu sedih diimbangi aja biar ga gila;yg komen kenapa si mbak ini ga sedih malah ketawa ya iyalah klo kita dah disakiti sm pasangan smpe berlarut ngapain juga sih kita sedih ampe depresi segala serahin sm allah aja bawa happy aja mski sakit lagian si mba senyum di wajahnya tp hatinya mana tau kan senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk ada pepatah bilang klo bahagia jgn trllu bahagia klo sedih juga jgn trllu sedih diimbangi aja biar ga gila;komen si mbak ga sedih malah ketawa iya klo dah sakit sm pasang smpe larut ngapain sih sedih ampe depresi segala serahin sm allah aja bawa happy aja mski sakit lagi si mba senyum wajah tp hati mana tau kan senyum bs jd buat menetralisir kondisi hati lg puruk pepatah bilang klo bahagia jgn trllu bahagia klo sedih jgn trllu sedih imbang aja biar ga gila
203;203;1;Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin;suka banget sama pasangan satu ini semoga gigi dan raffi menjadi keluarga sakinnah mawaddah warrahmah semoga tidak ada pihak yang ingin memisahkan mereka jodoh sampai maut memisahkan amiin;['suka', 'banget', 'sama', 'pasangan', 'satu', 'ini', 'semoga', 'gigi', 'dan', 'raffi', 'menjadi', 'keluarga', 'sakinnah', 'mawaddah', 'warrahmah', 'semoga', 'tidak', 'ada', 'pihak', 'yang', 'ingin', 'memisahkan', 'mereka', 'jodoh', 'sampai', 'maut', 'memisahkan', 'amiin'];['suka', 'banget', 'sama', 'pasangan', 'satu', 'ini', 'semoga', 'gigi', 'dan', 'raffi', 'menjadi', 'keluarga', 'sakinnah', 'mawaddah', 'warrahmah', 'semoga', 'tidak', 'ada', 'pihak', 'yang', 'ingin', 'memisahkan', 'mereka', 'jodoh', 'sampai', 'maut', 'memisahkan', 'amiin'];suka banget sama pasangan satu ini semoga gigi dan raffi menjadi keluarga sakinnah mawaddah warrahmah semoga tidak ada pihak yang ingin memisahkan mereka jodoh sampai maut memisahkan amiin;suka banget sama pasangan satu ini semoga gigi dan raffi menjadi keluarga sakinnah mawaddah warrahmah semoga tidak ada pihak yang ingin memisahkan mereka jodoh sampai maut memisahkan amiin;suka banget sama pasang satu moga gigi raffi jadi keluarga sakinnah mawaddah warrahmah moga ada pihak ingin pisah jodoh maut pisah amiin
204;204;1;Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik;jemima kan anak angkat celine eleeya anak hubungan celine dan dirly dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat dan wajar kalau stefen lebih pilih celine karna hatinya baik;['jemima', 'kan', 'anak', 'angkat', 'celine', 'eleeya', 'anak', 'hubungan', 'celine', 'dan', 'dirly', 'dan', 'saya', 'terharu', 'saya', 'tau', 'kalau', 'jemima', 'adalah', 'anak', 'panti', 'asuhan', 'yang', 'dia', 'rawat', 'dan', 'wajar', 'kalau', 'stefen', 'lebih', 'pilih', 'celine', 'karna', 'hatinya', 'baik'];['jemima', 'kan', 'anak', 'angkat', 'celine', 'eleeya', 'anak', 'hubungan', 'celine', 'dan', 'dirly', 'dan', 'saya', 'terharu', 'saya', 'tau', 'kalau', 'jemima', 'adalah', 'anak', 'panti', 'asuhan', 'yang', 'dia', 'rawat', 'dan', 'wajar', 'kalau', 'stefen', 'lebih', 'pilih', 'celine', 'karna', 'hatinya', 'baik'];jemima kan anak angkat celine eleeya anak hubungan celine dan dirly dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat dan wajar kalau stefen lebih pilih celine karna hatinya baik;jemima kan anak angkat celine eleeya anak hubungan celine dan dirly dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat dan wajar kalau stefen lebih pilih celine karna hatinya baik;jemima kan anak angkat celine eleeya anak hubung celine dirly haru saya tau kalau jemima anak panti asuh dia rawat wajar kalau stefen lebih pilih celine karna hati baik
205;205;1;Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi;lucu yg blg stefan menghabiskn masa muda wkwk umurnya mah gak muda mukanya aja yg baby face bersyukur bonus buat celinenya lah dlu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas tu yakin deh susah mengambil keputusan kaya stefan tipical cowo yg tnggung jwabnya tinggi;['lucu', 'yg', 'blg', 'stefan', 'menghabiskn', 'masa', 'muda', 'wkwk', 'umurnya', 'mah', 'gak', 'muda', 'mukanya', 'aja', 'yg', 'baby', 'face', 'bersyukur', 'bonus', 'buat', 'celinenya', 'lah', 'dlu', 'mantannya', 'begimane', 'dibawah', 'umur', 'ude', 'pacran', 'mcam', 'laki', 'bini', 'hiks', 'selepas', 'tu', 'yakin', 'deh', 'susah', 'mengambil', 'keputusan', 'kaya', 'stefan', 'tipical', 'cowo', 'yg', 'tnggung', 'jwabnya', 'tinggi'];['lucu', 'yg', 'blg', 'stefan', 'menghabiskn', 'masa', 'muda', 'wkwk', 'umurnya', 'mah', 'gak', 'muda', 'mukanya', 'aja', 'yg', 'baby', 'face', 'bersyukur', 'bonus', 'buat', 'celinenya', 'lah', 'dlu', 'mantannya', 'begimane', 'dibawah', 'umur', 'ude', 'pacran', 'mcam', 'laki', 'bini', 'hiks', 'selepas', 'tu', 'yakin', 'deh', 'susah', 'mengambil', 'keputusan', 'kaya', 'stefan', 'tipical', 'cowo', 'yg', 'tnggung', 'jwabnya', 'tinggi'];lucu yg blg stefan menghabiskn masa muda wkwk umurnya mah gak muda mukanya aja yg baby face bersyukur bonus buat celinenya lah dlu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas tu yakin deh susah mengambil keputusan kaya stefan tipical cowo yg tnggung jwabnya tinggi;lucu yg blg stefan menghabiskn masa muda wkwk umurnya mah gak muda mukanya aja yg baby face bersyukur bonus buat celinenya lah dlu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas tu yakin deh susah mengambil keputusan kaya stefan tipical cowo yg tnggung jwabnya tinggi;lucu blg stefan menghabiskn masa muda wkwk umur gak muda muka aja baby face syukur bonus buat celinenya dlu mantan begimane bawah umur ude pacran mcam laki bini hiks lepas tu yakin deh susah ambil putus kaya stefan tipical cowo tnggung jwabnya tinggi
206;206;1;Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah;dan lagi ada yg masih bawa keenan raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri jd menurut gue raisa dan hamish sama beruntung bisa menjadi sepasang suami istri ga ada tuh gagal move on so congratz raisa dan hamish semoga pernikahannya sakinah mawadah dan warahmah;['dan', 'lagi', 'ada', 'yg', 'masih', 'bawa', 'keenan', 'raisa', 'udah', 'paling', 'berbahagia', 'ngedapetin', 'suami', 'yang', 'super', 'ngemong', 'dan', 'mature', 'kaya', 'hamish', 'raisa', 'itu', 'cukup', 'dewasa', 'di', 'banding', 'wanita', 'seumurannya', 'yang', 'masih', 'mikirin', 'dirinya', 'sendiri', 'jd', 'menurut', 'gue', 'raisa', 'dan', 'hamish', 'sama', 'beruntung', 'bisa', 'menjadi', 'sepasang', 'suami', 'istri', 'ga', 'ada', 'tuh', 'gagal', 'move', 'on', 'so', 'congratz', 'raisa', 'dan', 'hamish', 'semoga', 'pernikahannya', 'sakinah', 'mawadah', 'dan', 'warahmah'];['dan', 'lagi', 'ada', 'yg', 'masih', 'bawa', 'keenan', 'raisa', 'udah', 'paling', 'berbahagia', 'ngedapetin', 'suami', 'yang', 'super', 'ngemong', 'dan', 'mature', 'kaya', 'hamish', 'raisa', 'itu', 'cukup', 'dewasa', 'di', 'banding', 'wanita', 'seumurannya', 'yang', 'masih', 'mikirin', 'dirinya', 'sendiri', 'jd', 'menurut', 'gue', 'raisa', 'dan', 'hamish', 'sama', 'beruntung', 'bisa', 'menjadi', 'sepasang', 'suami', 'istri', 'ga', 'ada', 'tuh', 'gagal', 'move', 'on', 'so', 'congratz', 'raisa', 'dan', 'hamish', 'semoga', 'pernikahannya', 'sakinah', 'mawadah', 'dan', 'warahmah'];dan lagi ada yg masih bawa keenan raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri jd menurut gue raisa dan hamish sama beruntung bisa menjadi sepasang suami istri ga ada tuh gagal move on so congratz raisa dan hamish semoga pernikahannya sakinah mawadah dan warahmah;dan lagi ada yg masih bawa keenan raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri jd menurut gue raisa dan hamish sama beruntung bisa menjadi sepasang suami istri ga ada tuh gagal move on so congratz raisa dan hamish semoga pernikahannya sakinah mawadah dan warahmah;lagi yg bawa keenan raisa udah paling bahagia ngedapetin suami super ngemong mature kaya hamish raisa cukup dewasa banding wanita umur masih mikirin diri sendiri jd gue raisa hamish sama untung jadi pasang suami istri ga tuh gagal move on so congratz raisa hamish moga nikah sakinah mawadah warahmah
207;207;1;Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,;raisa cantik yaaa meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah udah cantik sederhana sempurna bgt;['raisa', 'cantik', 'yaaa', 'meskipun', 'artis', 'tapi', 'ga', 'menonjolkan', 'kalo', 'nikah', 'tuh', 'harus', 'mewah', 'udah', 'cantik', 'sederhana', 'sempurna', 'bgt'];['raisa', 'cantik', 'yaaa', 'meskipun', 'artis', 'tapi', 'ga', 'menonjolkan', 'kalo', 'nikah', 'tuh', 'harus', 'mewah', 'udah', 'cantik', 'sederhana', 'sempurna', 'bgt'];raisa cantik yaaa meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah udah cantik sederhana sempurna bgt;raisa cantik yaaa meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah udah cantik sederhana sempurna bgt;raisa cantik yaaa meski artis ga tonjol kalo nikah tuh mewah udah cantik sederhana sempurna bgt
208;208;1;Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2;karna orang yang syudah cantik ga perlu dandan heboh utk membuatnya terlihat cantik dengan makeup yang simple gitu aja sudah mempesona bikin hamish klepek;['karna', 'orang', 'yang', 'syudah', 'cantik', 'ga', 'perlu', 'dandan', 'heboh', 'utk', 'membuatnya', 'terlihat', 'cantik', 'dengan', 'makeup', 'yang', 'simple', 'gitu', 'aja', 'sudah', 'mempesona', 'bikin', 'hamish', 'klepek'];['karna', 'orang', 'yang', 'syudah', 'cantik', 'ga', 'perlu', 'dandan', 'heboh', 'utk', 'membuatnya', 'terlihat', 'cantik', 'dengan', 'makeup', 'yang', 'simple', 'gitu', 'aja', 'sudah', 'mempesona', 'bikin', 'hamish', 'klepek'];karna orang yang syudah cantik ga perlu dandan heboh utk membuatnya terlihat cantik dengan makeup yang simple gitu aja sudah mempesona bikin hamish klepek;karna orang yang syudah cantik ga perlu dandan heboh utk membuatnya terlihat cantik dengan makeup yang simple gitu aja sudah mempesona bikin hamish klepek;karna orang syudah cantik ga perlu dandan heboh utk buat lihat cantik makeup simple gitu aja pesona bikin hamish klepek
209;209;1;Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????;bagus dong mencari ilmu kapanpun dimanapun itu karena suaminya orang berpendidikan;['bagus', 'dong', 'mencari', 'ilmu', 'kapanpun', 'dimanapun', 'itu', 'karena', 'suaminya', 'orang', 'berpendidikan'];['bagus', 'dong', 'mencari', 'ilmu', 'kapanpun', 'dimanapun', 'itu', 'karena', 'suaminya', 'orang', 'berpendidikan'];bagus dong mencari ilmu kapanpun dimanapun itu karena suaminya orang berpendidikan;bagus dong mencari ilmu kapanpun dimanapun itu karena suaminya orang berpendidikan;bagus dong cari ilmu kapan mana karena suami orang didik
210;210;1;Sukak cewe cantik dan kmauan blajarnya tinggi ???;sukak cewe cantik dan kmauan blajarnya tinggi;['sukak', 'cewe', 'cantik', 'dan', 'kmauan', 'blajarnya', 'tinggi'];['sukak', 'cewe', 'cantik', 'dan', 'kmauan', 'blajarnya', 'tinggi'];sukak cewe cantik dan kmauan blajarnya tinggi;sukak cewe cantik dan kmauan blajarnya tinggi;sukak cewe cantik kmauan blajarnya tinggi
211;211;1;Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget;yaampun ini artis bener bener good attitude yang layak jadi panutan dia kan bisa aja kuliah di luar negri tp karna baktinya sama suami dia pilih kuliah di wilayah dekat suaminya salut banget;['yaampun', 'ini', 'artis', 'bener', 'bener', 'good', 'attitude', 'yang', 'layak', 'jadi', 'panutan', 'dia', 'kan', 'bisa', 'aja', 'kuliah', 'di', 'luar', 'negri', 'tp', 'karna', 'baktinya', 'sama', 'suami', 'dia', 'pilih', 'kuliah', 'di', 'wilayah', 'dekat', 'suaminya', 'salut', 'banget'];['yaampun', 'ini', 'artis', 'bener', 'bener', 'good', 'attitude', 'yang', 'layak', 'jadi', 'panutan', 'dia', 'kan', 'bisa', 'aja', 'kuliah', 'di', 'luar', 'negri', 'tp', 'karna', 'baktinya', 'sama', 'suami', 'dia', 'pilih', 'kuliah', 'di', 'wilayah', 'dekat', 'suaminya', 'salut', 'banget'];yaampun ini artis bener bener good attitude yang layak jadi panutan dia kan bisa aja kuliah di luar negri tp karna baktinya sama suami dia pilih kuliah di wilayah dekat suaminya salut banget;yaampun ini artis bener bener good attitude yang layak jadi panutan dia kan bisa aja kuliah di luar negri tp karna baktinya sama suami dia pilih kuliah di wilayah dekat suaminya salut banget;yaampun artis bener bener good attitude layak jadi panutan kan aja kuliah luar negri tp karna bakti sama suami pilih kuliah wilayah dekat suami salut banget
212;212;1;Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????;semangat batman username kita va selalu support kamu karna setiap manusia pasti pernah punya kesalahan dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah   tahun yang lalu;['semangat', 'batman', 'username', 'kita', 'va', 'selalu', 'support', 'kamu', 'karna', 'setiap', 'manusia', 'pasti', 'pernah', 'punya', 'kesalahan', 'dan', 'buat', 'yang', 'lain', 'tolong', 'jangan', 'di', 'bahas', 'lagi', 'pliis', 'karna', 'itu', 'udah', 'tahun', 'yang', 'lalu'];['semangat', 'batman', 'username', 'kita', 'va', 'selalu', 'support', 'kamu', 'karna', 'setiap', 'manusia', 'pasti', 'pernah', 'punya', 'kesalahan', 'dan', 'buat', 'yang', 'lain', 'tolong', 'jangan', 'di', 'bahas', 'lagi', 'pliis', 'karna', 'itu', 'udah', 'tahun', 'yang', 'lalu'];semangat batman username kita va selalu support kamu karna setiap manusia pasti pernah punya kesalahan dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah tahun yang lalu;semangat batman username kita va selalu support kamu karna setiap manusia pasti pernah punya kesalahan dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah tahun yang lalu;semangat batman username va selalu support kamu karna manusia pernah punya salah buat lain jangan bahas pliis karna udah tahun lalu
213;213;1; <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel;username udh salam knl mbk seneng bisa knl sm mbk sbagai manusia kita saling ingetin sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang dah jd artis haha udh mbk kita cabut ja dri komen foto ni nnt kita jd korban dy sel;['username', 'udh', 'salam', 'knl', 'mbk', 'seneng', 'bisa', 'knl', 'sm', 'mbk', 'sbagai', 'manusia', 'kita', 'saling', 'ingetin', 'sbagai', 'manusia', 'kita', 'hrs', 'tau', 'diri', 'jgn', 'sombong', 'yg', 'digedein', 'mentang', 'dah', 'jd', 'artis', 'haha', 'udh', 'mbk', 'kita', 'cabut', 'ja', 'dri', 'komen', 'foto', 'ni', 'nnt', 'kita', 'jd', 'korban', 'dy', 'sel'];['username', 'udh', 'salam', 'knl', 'mbk', 'seneng', 'bisa', 'knl', 'sm', 'mbk', 'sbagai', 'manusia', 'kita', 'saling', 'ingetin', 'sbagai', 'manusia', 'kita', 'hrs', 'tau', 'diri', 'jgn', 'sombong', 'yg', 'digedein', 'mentang', 'dah', 'jd', 'artis', 'haha', 'udh', 'mbk', 'kita', 'cabut', 'ja', 'dri', 'komen', 'foto', 'ni', 'nnt', 'kita', 'jd', 'korban', 'dy', 'sel'];username udh salam knl mbk seneng bisa knl sm mbk sbagai manusia kita saling ingetin sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang dah jd artis haha udh mbk kita cabut ja dri komen foto ni nnt kita jd korban dy sel;username udh salam knl mbk seneng bisa knl sm mbk sbagai manusia kita saling ingetin sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang dah jd artis haha udh mbk kita cabut ja dri komen foto ni nnt kita jd korban dy sel;username udh salam knl mbk neng knl sm mbk sbagai manusia saling ingetin sbagai manusia hrs tau diri jgn sombong digedein mentang dah jd artis haha udh mbk cabut ja dri komen foto ni nnt jd korban dy sel
214;214;1;keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??;keren yaaa kesederhanaannya terpancar jelas sukak sm keluarga presiden ini;['keren', 'yaaa', 'kesederhanaannya', 'terpancar', 'jelas', 'sukak', 'sm', 'keluarga', 'presiden', 'ini'];['keren', 'yaaa', 'kesederhanaannya', 'terpancar', 'jelas', 'sukak', 'sm', 'keluarga', 'presiden', 'ini'];keren yaaa kesederhanaannya terpancar jelas sukak sm keluarga presiden ini;keren yaaa kesederhanaannya terpancar jelas sukak sm keluarga presiden ini;keren yaaa sederhana pancar jelas sukak sm keluarga presiden
215;215;1;"Seorang presiden tanpa embel"" gelar .. bangga sekali";seorang presiden tanpa embel gelar bangga sekali;['seorang', 'presiden', 'tanpa', 'embel', 'gelar', 'bangga', 'sekali'];['seorang', 'presiden', 'tanpa', 'embel', 'gelar', 'bangga', 'sekali'];seorang presiden tanpa embel gelar bangga sekali;seorang presiden tanpa embel gelar bangga sekali;orang presiden embel gelar bangga sekali
216;216;1;Proud of you Indonesia. God bless Indonesia;proud of you indonesia god bless indonesia;['proud', 'of', 'you', 'indonesia', 'god', 'bless', 'indonesia'];['proud', 'of', 'you', 'indonesia', 'god', 'bless', 'indonesia'];proud of you indonesia god bless indonesia;proud of you indonesia god bless indonesia;proud of you indonesia god bless indonesia
217;217;1;Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????;amazing bngt miss national costume kereenn bangga ama budaya indonesia;['amazing', 'bngt', 'miss', 'national', 'costume', 'kereenn', 'bangga', 'ama', 'budaya', 'indonesia'];['amazing', 'bngt', 'miss', 'national', 'costume', 'kereenn', 'bangga', 'ama', 'budaya', 'indonesia'];amazing bngt miss national costume kereenn bangga ama budaya indonesia;amazing bngt miss national costume kereenn bangga ama budaya indonesia;amazing bngt miss national costume kereenn bangga ama budaya indonesia
218;218;1;Ikut bangga pastinya ??;ikut bangga pastinya;['ikut', 'bangga', 'pastinya'];['ikut', 'bangga', 'pastinya'];ikut bangga pastinya;ikut bangga pastinya;ikut bangga pasti
219;219;1;PROUD OF YOU KAK DEA. Sangat patut dibanggakan??;proud of you kak dea sangat patut dibanggakan;['proud', 'of', 'you', 'kak', 'dea', 'sangat', 'patut', 'dibanggakan'];['proud', 'of', 'you', 'kak', 'dea', 'sangat', 'patut', 'dibanggakan'];proud of you kak dea sangat patut dibanggakan;proud of you kak dea sangat patut dibanggakan;proud of you kak dea sangat patut bangga
220;220;1;Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut;suka bgt sm pidatox dy cara pembawaanx bgtu elegan brwibawah pntas mmg dy mdptkan salut;['suka', 'bgt', 'sm', 'pidatox', 'dy', 'cara', 'pembawaanx', 'bgtu', 'elegan', 'brwibawah', 'pntas', 'mmg', 'dy', 'mdptkan', 'salut'];['suka', 'bgt', 'sm', 'pidatox', 'dy', 'cara', 'pembawaanx', 'bgtu', 'elegan', 'brwibawah', 'pntas', 'mmg', 'dy', 'mdptkan', 'salut'];suka bgt sm pidatox dy cara pembawaanx bgtu elegan brwibawah pntas mmg dy mdptkan salut;suka bgt sm pidatox dy cara pembawaanx bgtu elegan brwibawah pntas mmg dy mdptkan salut;suka bgt sm pidatox dy cara pembawaanx bgtu elegan brwibawah pntas mmg dy mdptkan salut
221;221;1;aku percaya kak niki orangnya jujur semangat kak niki???? hebat;aku percaya kak niki orangnya jujur semangat kak niki hebat;['aku', 'percaya', 'kak', 'niki', 'orangnya', 'jujur', 'semangat', 'kak', 'niki', 'hebat'];['aku', 'percaya', 'kak', 'niki', 'orangnya', 'jujur', 'semangat', 'kak', 'niki', 'hebat'];aku percaya kak niki orangnya jujur semangat kak niki hebat;aku percaya kak niki orangnya jujur semangat kak niki hebat;aku percaya kak nik orang jujur semangat kak nik hebat
222;222;1; <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial;username sama mba gua jg ga bisa benci nikmir salut malah ama dia ga muna artis lain maaf image aja di dpan sok baik sok teraniaya jual air mata nikita ini real sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial;['username', 'sama', 'mba', 'gua', 'jg', 'ga', 'bisa', 'benci', 'nikmir', 'salut', 'malah', 'ama', 'dia', 'ga', 'muna', 'artis', 'lain', 'maaf', 'image', 'aja', 'di', 'dpan', 'sok', 'baik', 'sok', 'teraniaya', 'jual', 'air', 'mata', 'nikita', 'ini', 'real', 'sygnya', 'msyarakat', 'kita', 'cendrung', 'yg', 'dilihat', 'apa', 'yg', 'ada', 'di', 'superfisial'];['username', 'sama', 'mba', 'gua', 'jg', 'ga', 'bisa', 'benci', 'nikmir', 'salut', 'malah', 'ama', 'dia', 'ga', 'muna', 'artis', 'lain', 'maaf', 'image', 'aja', 'di', 'dpan', 'sok', 'baik', 'sok', 'teraniaya', 'jual', 'air', 'mata', 'nikita', 'ini', 'real', 'sygnya', 'msyarakat', 'kita', 'cendrung', 'yg', 'dilihat', 'apa', 'yg', 'ada', 'di', 'superfisial'];username sama mba gua jg ga bisa benci nikmir salut malah ama dia ga muna artis lain maaf image aja di dpan sok baik sok teraniaya jual air mata nikita ini real sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial;username sama mba gua jg ga bisa benci nikmir salut malah ama dia ga muna artis lain maaf image aja di dpan sok baik sok teraniaya jual air mata nikita ini real sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial;username sama mba gua jg ga benci nikmir salut malah ama ga muna artis maaf image aja dpan sok baik sok aniaya jual air mata nikita real sygnya msyarakat cendrung lihat apa ada superfisial
223;223;1;cantik alami tanpa perlu bedak tebel dan gaya bak tante2;cantik alami tanpa perlu bedak tebel dan gaya bak tante;['cantik', 'alami', 'tanpa', 'perlu', 'bedak', 'tebel', 'dan', 'gaya', 'bak', 'tante'];['cantik', 'alami', 'tanpa', 'perlu', 'bedak', 'tebel', 'dan', 'gaya', 'bak', 'tante'];cantik alami tanpa perlu bedak tebel dan gaya bak tante;cantik alami tanpa perlu bedak tebel dan gaya bak tante;cantik alami perlu bedak tebel gaya bak tante
